Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/:code,30702,0,34,36.1344647286858,4.341699999713455,190.87839999883727,0.0,1037.4614482915422,0.0,34,41,45,48,56,64,77,93,150,190,190
,Aggregated,30702,0,34,36.1344647286858,4.341699999713455,190.87839999883727,0.0,1037.4614482915422,0.0,34,41,45,48,56,64,77,93,150,190,190
