Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/:code,2917,0,470,459.2802368872108,53.66900000080932,906.5596999989793,0.0,100.18658671993974,0.0,470,510,540,560,600,640,700,740,880,910,910
,Aggregated,2917,0,470,459.2802368872108,53.66900000080932,906.5596999989793,0.0,100.18658671993974,0.0,470,510,540,560,600,640,700,740,880,910,910
